pid,similar_pids
14695,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14718,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
14728,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
14731,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
14735,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
14740,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
14753,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
14754,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
14762,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
14766,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
14771,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
14784,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14789,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
14795,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
14802,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
14809,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
14817,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
14818,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
14821,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14824,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
14831,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14836,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
14838,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
14840,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
14861,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
14868,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
14876,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
14878,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14881,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14891,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
14894,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
14895,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
14922,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
14929,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14944,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
14954,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14977,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
14979,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14981,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
14983,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
14985,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140001,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140021,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
140022,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140030,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140032,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
140035,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140038,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140066,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140085,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
140090,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140100,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140107,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140111,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140115,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140127,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140157,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140160,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140170,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140175,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
140179,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140183,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
140197,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140198,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140220,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140230,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140232,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140266,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
140267,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
140274,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140321,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140336,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140339,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140344,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
140355,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140363,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140372,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140377,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140380,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140393,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140400,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140411,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140424,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140433,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
140441,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140458,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140468,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140476,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140496,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140506,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140522,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140538,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140542,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140566,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
140571,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
140576,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
140577,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
140597,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140621,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140622,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140623,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140625,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140637,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140643,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140652,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140662,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140675,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140693,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140698,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140701,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140703,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140709,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
140748,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140750,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140767,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
140768,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140781,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140785,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
140786,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
140787,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140789,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
140820,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
140832,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140836,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
140842,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140857,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
140866,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
140885,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
140887,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
140893,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
140923,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
140974,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
140987,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
140991,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141013,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141037,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141057,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141066,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
141073,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141079,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141094,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141116,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141123,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141129,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141150,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141160,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141168,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141174,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141185,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141195,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141212,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141225,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141227,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141249,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141252,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141269,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141278,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141290,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141297,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141314,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141318,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141336,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141345,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141350,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141353,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141362,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141377,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141380,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141408,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141421,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
141425,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141448,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
141454,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141458,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141462,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141468,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141474,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141476,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141485,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141487,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141536,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141547,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141568,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141574,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141580,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141589,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141594,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141604,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141606,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141607,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
141609,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141615,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141620,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141621,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141636,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141682,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141694,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141696,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141719,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141726,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141736,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
141748,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141754,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
141772,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141779,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141782,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141796,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141803,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141810,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141818,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141820,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141823,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141837,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141843,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141851,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141865,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141868,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141876,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141877,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141881,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141884,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141892,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141909,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
141930,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141947,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
141951,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
141952,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141955,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141962,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
141966,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
141979,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141982,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141983,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
141991,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
141995,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
141997,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142009,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142040,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142042,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142065,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142082,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142110,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142116,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142118,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142146,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142153,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142154,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
142163,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
142170,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142185,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142206,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
142218,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142219,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
142229,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
142255,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142257,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142259,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
142265,"[11, 30, 34, 51, 65, 66, 71, 72, 83, 112, 120, 121, 130, 138, 142]"
142266,"[27, 56, 77, 79, 98, 133, 139, 189, 205, 218, 258, 297, 301, 304, 322]"
142268,"[3, 16, 19, 70, 96, 97, 108, 158, 174, 184, 199, 210, 219, 259, 280]"
142290,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
142302,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142313,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142321,"[15, 32, 69, 84, 90, 114, 151, 255, 261, 265, 269, 302, 370, 384, 459]"
142327,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142335,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142345,"[2, 6, 21, 23, 26, 46, 48, 49, 50, 67, 76, 82, 88, 91, 92]"
142364,"[54, 140, 144, 208, 248, 377, 407, 433, 470, 503, 512, 534, 667, 715, 745]"
142372,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142417,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
142422,"[4, 8, 9, 13, 25, 41, 44, 45, 52, 55, 59, 61, 80, 85, 93]"
142428,"[14, 60, 63, 89, 94, 115, 122, 126, 145, 157, 166, 167, 223, 228, 231]"
142437,"[7, 10, 17, 18, 20, 22, 24, 28, 29, 35, 37, 39, 42, 53, 62]"
142443,"[0, 1, 5, 31, 36, 38, 40, 68, 95, 105, 107, 123, 124, 136, 170]"
